W=a,W=all,W=am,W=and,W=are,W=as,W=at,W=be,W=but,W=can,W=do,W=don,W=for,W=had,W=have,W=he,W=here,W=i,W=if,W=in,W=is,W=it,W=know,W=little,W=me,W=must,W=my,W=no,W=not,W=now,W=of,W=one,W=so,W=that,W=the,W=there,W=think,W=this,W=to,W=was,W=well,W=what,W=will,W=with,W=yes,W=you,W=your,'distribution_nora ','distribution_helmer ','distribution_mrslinde ','distribution_krogstad ','distribution_rank ',character_name
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.552624,0.176519,0.226435,0.020181,0.024241,'nora '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52982,0.158502,0.22918,0.044907,0.037591,'mrslinde '
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.544216,0.172221,0.141035,0.081781,0.060747,'nora '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.468867,0.211927,0.203991,0.076436,0.038778,'mrslinde '
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316371,0.25343,0.17316,0.150531,0.106508,'nora '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.471296,0.191479,0.173484,0.087696,0.076045,'mrslinde '
0,1,0,0,2,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,2,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0.542932,0.243959,0.175715,0.037394,0,'nora '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.631598,0.115658,0.215703,0.022613,0.014428,'mrslinde '
1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,3,0,0,1,0,1,0,0,3,0,1,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,3,1,0.432549,0.036062,0.529549,0.00184,0,'nora '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.564846,0.226524,0.128799,0.037515,0.042316,'mrslinde '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.275399,0.353427,0.164412,0.137216,0.069545,'nora '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.264072,0.292531,0.194212,0.176086,0.073099,'mrslinde '
2,0,0,6,1,1,1,1,0,2,2,0,1,0,3,3,0,2,1,1,2,2,0,0,0,0,0,0,1,0,2,0,2,1,3,0,0,0,4,0,0,0,2,1,1,1,0,0.731968,0.265126,0.001243,0.001358,0.000305,'nora '
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0.472531,0.068617,0.26734,0.004502,0.18701,'mrslinde '
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.490729,0.275084,0.19258,0.01499,0.026617,'nora '
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.36751,0.163738,0.175725,0.171735,0.121291,'mrslinde '
1,0,0,0,0,1,0,0,1,0,0,0,1,1,2,0,0,0,0,1,2,0,0,0,1,0,0,0,2,1,0,0,1,1,0,0,1,0,2,0,0,1,0,0,1,1,0,0.662191,0.079521,0.150676,0.063628,0.043984,'nora '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.42662,0.189212,0.199788,0.085676,0.098704,'mrslinde '
0,0,0,9,0,1,0,0,2,0,0,0,1,2,0,6,0,0,0,0,0,2,1,0,0,0,0,1,0,0,2,0,0,1,2,2,0,0,3,2,1,0,0,0,1,2,0,0.687899,0.196595,0.11532,0.000008,0.000178,'nora '
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.36751,0.163738,0.175725,0.171735,0.121291,'mrslinde '
2,0,0,1,0,0,0,0,2,1,0,0,0,1,0,0,0,1,0,0,0,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,4,0,0,0,0,1,1,0,0.778248,0.009707,0.198143,0.013721,0.000181,'nora '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.604961,0.100552,0.169649,0.050184,0.074655,'mrslinde '
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.452333,0.310208,0.084028,0.085241,0.068191,'nora '
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0.551516,0.169773,0.156471,0.037586,0.084654,'mrslinde '
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0.459745,0.122419,0.172406,0.138086,0.107344,'nora '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0.61823,0.123929,0.081292,0.112952,0.063597,'mrslinde '
0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,5,0,0,0,1,0,1,0,0,2,0,0,0,1,0,0,1,1,0,1,0,1,2,0,0,0,0,1,0,0,0.686006,0.070076,0.242303,0.001615,0,'nora '
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0.60897,0.121982,0.089123,0.067269,0.112657,'mrslinde '
1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0.527122,0.099879,0.241908,0.04887,0.08222,'nora '
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.239064,0.335676,0.255688,0.095798,0.073774,'mrslinde '
1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278687,0.146422,0.183366,0.136984,0.254541,'nora '
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.295664,0.257285,0.207219,0.182016,0.057816,'mrslinde '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.422699,0.240001,0.153723,0.082675,0.100902,'nora '
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0.36096,0.082214,0.29084,0.183544,0.082441,'mrslinde '
0,0,2,5,1,0,1,2,3,0,0,0,0,1,0,2,1,2,0,1,2,2,0,0,3,0,1,1,2,0,2,0,1,2,0,0,0,0,1,1,0,0,0,1,1,3,1,0.638104,0.348471,0.012555,0.000363,0.000507,'nora '
0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,1,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0.363723,0.004601,0.628759,0.002085,0.000832,'mrslinde '
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0.758786,0.109283,0.088815,0.026898,0.016218,'nora '
1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,3,1,0,0,0,0,0,0,0.273669,0.017293,0.698876,0.003721,0.006441,'mrslinde '
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.464644,0.201043,0.234195,0.03987,0.060248,'nora '
2,0,0,3,0,0,1,0,0,1,1,0,2,1,2,0,0,2,0,0,2,1,0,0,2,0,2,2,1,1,0,1,1,0,2,0,0,0,2,0,1,0,0,1,0,0,0,0.556995,0.152449,0.274761,0.008175,0.007621,'mrslinde '
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.507031,0.316583,0.081743,0.094644,0,'nora '
0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,4,1,1,0,1,0,1,1,0,3,2,1,0,1,1,0,1,2,0,0,0,3,1,0,0,1,0,0,0,0,0.660588,0.247799,0.069044,0.022569,0,'mrslinde '
0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0.510502,0.134674,0.189369,0.117729,0.047725,'nora '
1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.477595,0.098915,0.302636,0.06652,0.054334,'mrslinde '
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.499552,0.16316,0.214184,0.038462,0.084642,'nora '
1,0,0,2,0,1,0,2,0,0,0,0,2,0,1,0,0,1,0,0,2,3,0,0,2,2,1,1,2,0,2,4,3,2,3,0,0,0,2,1,0,0,1,1,0,3,2,0.43259,0.062279,0.49132,0.013811,0,'mrslinde '
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0.606003,0.135333,0.15468,0.08312,0.020863,'nora '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,1,0,0,1,0,0,0.743216,0.034947,0.157577,0.031749,0.03251,'mrslinde '
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,2,1,0,0,0,0,2,0,1,1,1,0,1,0,3,0,0,0,4,0,0,1,0,0.743337,0.039416,0.004307,0.212941,0,'nora '
0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,2,0,2,0,1,0,0,0,2,0,0,0,0,0,0,3,0,0.664442,0.260234,0.019643,0.05568,0,'mrslinde '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.728524,0.135291,0.039855,0.096331,0,'nora '
1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.194191,0.550818,0.103751,0.06036,0.090881,'mrslinde '
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.511667,0.200847,0.144914,0.080796,0.061775,'nora '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52982,0.158502,0.22918,0.044907,0.037591,'mrslinde '
0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0.480452,0.250934,0.080717,0.052227,0.13567,'nora '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.426217,0.172721,0.226789,0.084884,0.08939,'mrslinde '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.328813,0.288397,0.104902,0.150943,0.126944,'nora '
0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.104901,0.281566,0.273386,0.308632,0.031516,'mrslinde '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.44585,0.235151,0.138507,0.124706,0.055786,'nora '
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.465924,0.25165,0.138689,0.103201,0.040536,'mrslinde '
0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0.31108,0.392147,0.089226,0.170744,0.036802,'nora '
0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,2,1,0,1,0,2,1,0,0,0,0,0,0,0,0.696557,0.178573,0.085944,0.021124,0.017802,'mrslinde '
0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,1,0.282166,0.451379,0.193551,0.019508,0.053397,'nora '
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0.472083,0.135639,0.262754,0.04651,0.083013,'mrslinde '
0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0.51456,0.230474,0.208552,0.028307,0.018106,'nora '
0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0.506,0.243351,0.195214,0.044801,0.010633,'mrslinde '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.594744,0.053162,0.334039,0.018055,0,'nora '
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.363203,0.32261,0.141241,0.104743,0.068203,'mrslinde '
0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,3,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0.861882,0.035094,0.057596,0.026901,0.018527,'nora '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.426217,0.172721,0.226789,0.084884,0.08939,'mrslinde '
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.54362,0.198492,0.097339,0.11305,0.047499,'nora '
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.244034,0.25316,0.282284,0.166925,0.053596,'mrslinde '
0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0.463156,0.287941,0.163771,0.022082,0.06305,'nora '
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.339425,0.224902,0.250392,0.124918,0.060363,'mrslinde '
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.475381,0.090271,0.217454,0.172876,0.044018,'nora '
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.377786,0.194068,0.153529,0.139465,0.135152,'mrslinde '
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0.605684,0.281728,0.072427,0.017725,0.022437,'nora '
1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0.329109,0.208917,0.140361,0.298202,0.023411,'mrslinde '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.44183,0.18804,0.107902,0.177739,0.084489,'nora '
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.373992,0.271906,0.167977,0.129677,0.056449,'mrslinde '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.460092,0.221139,0.158094,0.079899,0.080776,'mrslinde '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.506713,0.172013,0.177496,0.090786,0.052993,'nora '
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.475602,0.177107,0.23808,0.066991,0.042221,'mrslinde '
3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.272747,0.50114,0.051432,0.174681,0,'nora '
0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.722572,0.13024,0.08174,0.034311,0.031137,'mrslinde '
0,0,1,0,0,2,0,0,0,0,0,0,0,1,1,0,0,5,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0.578238,0.044263,0.079764,0.051978,0.245757,'nora '
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.298836,0.259887,0.214474,0.095216,0.131587,'mrslinde '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.595,0.086166,0.064774,0.151921,0.102139,'nora '
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.394878,0.42315,0.112311,0.069661,0,'mrslinde '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.291506,0.221475,0.28324,0.149452,0.054327,'nora '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.474941,0.167424,0.202978,0.102853,0.051804,'mrslinde '
3,1,0,8,0,3,0,2,1,1,1,0,1,0,1,8,0,12,1,5,0,5,1,0,3,1,3,1,2,0,2,0,0,11,5,0,0,0,10,10,1,2,0,1,0,3,0,0.982592,0.001276,0.001538,0.014594,0,'nora '
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2,0.1679,0.151178,0.137433,0.510628,0.032861,'mrslinde '
0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,3,2,0,0,0,0,0,0,0,0.788508,0.044067,0.139549,0.025745,0.002131,'nora '
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0.160071,0.313253,0.36059,0.141001,0.025085,'mrslinde '
1,0,0,2,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,1,3,1,0,1,0,0,2,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0.88316,0.0798,0.021529,0.002926,0.012585,'nora '
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.546382,0.16149,0.202853,0.065138,0.024137,'mrslinde '
4,1,3,5,0,4,1,2,0,1,2,1,3,1,6,2,1,11,0,3,5,3,0,2,5,1,5,4,1,3,4,0,1,4,1,2,2,1,7,0,0,2,1,0,1,5,0,0.829161,0.170749,0.00009,0.000001,0,'nora '
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.358753,0.133659,0.201022,0.275157,0.031409,'mrslinde '
0,0,0,3,0,0,0,1,1,0,0,0,2,0,2,0,0,3,0,0,1,6,0,0,3,0,0,0,0,0,2,1,1,0,2,0,0,0,1,2,2,0,0,0,0,0,0,0.813459,0.051513,0.072631,0.021909,0.040489,'nora '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.489271,0.139312,0.167589,0.108176,0.095652,'mrslinde '
4,1,0,2,0,0,1,0,1,0,1,0,0,0,1,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0,1,1,0,0,3,4,1,0,0,0,0,0,0,0.758071,0.013624,0.148992,0.078914,0.0004,'nora '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0.397886,0.178964,0.154351,0.147121,0.121679,'mrslinde '
3,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,6,0,1,1,1,1,0,1,0,1,0,0,0,2,0,0,4,0,0,0,0,2,1,0,0,0,1,0,2,0,0.356389,0.033418,0.004739,0.350978,0.254476,'nora '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.583327,0.125859,0.175976,0.072056,0.042781,'mrslinde '
0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,1,0,0,0,0,0.620148,0.050326,0.081,0.223909,0.024617,'nora '
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.172818,0.379016,0.23577,0.146578,0.065818,'mrslinde '
2,2,2,6,0,3,1,7,1,2,0,1,1,0,1,1,1,6,0,0,1,6,0,1,0,0,1,1,0,2,4,0,0,1,7,1,3,0,10,2,0,0,2,1,0,1,0,0.777329,0.222131,0.000524,0.000016,0,'nora '
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.357127,0.124199,0.250548,0.119231,0.148895,'mrslinde '
0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.739869,0.026666,0.202337,0.001793,0.029335,'nora '
