character_name,character_speech
nora ,"['her', 'nej']"
helmer ,"['det', 'var', 'besynderligt', 'jeg', 'så', 'krogstad', 'gå', 'ud', 'af', 'porten']"
nora ,"['så', 'å', 'ja', 'det', 'er', 'sandt', 'krogstad', 'var', 'her', 'et', 'øjeblik']"
helmer ,"['nora', 'jeg', 'kan', 'se', 'det', 'på', 'dig', 'han', 'har', 'været', 'her', 'og', 'bedt', 'dig', 'lægge', 'et', 'godt', 'ord', 'ind', 'for', 'ham']"
nora ,['ja']
helmer ,"['og', 'det', 'skulde', 'du', 'gøre', 'ligesom', 'af', 'egen', 'drift', 'du', 'skulde', 'fortie', 'for', 'mig', 'at', 'han', 'havde', 'været', 'her', 'bad', 'han', 'ikke', 'om', 'det', 'også']"
nora ,"['jo', 'torvald', 'men', '–']"
helmer ,"['nora', 'nora', 'og', 'det', 'kunde', 'du', 'indlade', 'dig', 'på', 'føre', 'samtale', 'med', 'et', 'sligt', 'menneske', 'og', 'give', 'ham', 'løfte', 'på', 'noget', 'og', 'så', 'ovenikøbet', 'sige', 'mig', 'en', 'usandhed']"
nora ,"['en', 'usandhed', '–']"
helmer ,"['sagde', 'du', 'ikke', 'at', 'her', 'ingen', 'havde', 'været', 'det', 'må', 'aldrig', 'min', 'lille', 'sangfugl', 'gøre', 'mere', 'en', 'sangfugl', 'må', 'have', 'rent', 'næb', 'at', 'kviddre', 'med', 'aldrig', 'falske', 'toner', 'er', 'det', 'ikke', 'så', 'det', 'skal', 'være', 'jo', 'det', 'vidste', 'jeg', 'nok', 'og', 'så', 'ikke', 'mere', 'om', 'det', 'ah', 'hvor', 'her', 'er', 'lunt', 'og', 'hyggeligt']"
nora ,['torvald']
helmer ,['ja']
nora ,"['jeg', 'glæder', 'mig', 'så', 'umådeligt', 'til', 'kostume', 'ballet', 'hos', 'stenborgs', 'iovermorgen']"
helmer ,"['og', 'jeg', 'er', 'umådelig', 'nysgærrig', 'efter', 'at', 'se', 'hvad', 'du', 'vil', 'overraske', 'mig', 'med']"
nora ,"['ak', 'det', 'dumme', 'indfald']"
helmer ,"['nå', '\u200b', 'nora', 'jeg', 'kan', 'ikke', 'finde', 'på', 'noget', 'som', 'duer', 'alt', 'sammen', 'blir', 'så', 'tåbeligt', 'så', 'intetsigende']"
helmer ,"['er', 'lille', 'nora', 'kommen', 'til', 'den', 'erkendelse']"
nora ,"['har', 'du', 'meget', 'travlt', 'torvald']"
helmer ,"['a', '–']"
nora ,"['hvad', 'er', 'det', 'for', 'papirer']"
helmer ,['banksager']
nora ,['allerede']
helmer ,"['jeg', 'har', 'ladet', 'den', 'aftrædende', 'bestyrelse', 'give', 'mig', 'fuldmagt', 'til', 'at', 'foretage', 'de', 'fornødne', 'for', 'andringer', 'i', 'personalet', 'og', 'i', 'forretningsplanen', 'det', 'må', 'jeg', 'bruge', 'juleugen', 'til', 'jeg', 'vil', 'have', 'alt', 'i', 'orden', 'til', 'nytår']"
nora ,"['det', 'var', 'altså', 'derfor', 'at', 'denne', 'stakkers', 'krog', 'stad', '–']"
helmer ,['hm']
nora ,"['hvis', 'du', 'ikke', 'havde', 'havt', 'så', 'travlt', 'vilde', 'jeg', 'have', 'bedt', 'dig', 'om', 'en', 'umådelig', 'stor', 'tjeneste', 'torvald']"
helmer ,"['lad', 'mig', 'høre', 'hvad', 'skulde', 'det', 'være']"
nora ,"['der', 'er', 'jo', 'ingen', 'der', 'har', 'en', 'sådan', 'fin', 'smag', 'som', 'du', 'nu', 'vilde', 'jeg', 'så', 'gerne', 'se', 'godt', 'ud', 'på', 'kostumeballet', 'torvald', 'kunde', 'ikke', 'du', 'tage', 'dig', 'af', 'mig', 'og', 'bestemme', 'hvad', 'jeg', 'skal', 'være', 'og', 'hvorledes', 'min', 'dragt', 'skal', 'være', 'indrettet']"
helmer ,"['aha', 'er', 'den', 'lille', 'egensindige', 'ude', 'og', 'søger', 'en', 'redningsmand']"
nora ,"['ja', 'torvald', 'jeg', 'kan', 'ikke', 'komme', 'nogen', 'vej', 'uden', 'din', 'hjelp']"
helmer ,"['godt', 'godt', 'jeg', 'skal', 'tænke', 'på', 'sagen', 'vi', 'skal', 'nok', 'finde', 'på', 'råd']"
nora ,"['å', 'hvor', 'det', 'er', 'snilt', 'af', 'dig', 'hvor', 'smukt', 'de', 'røde', 'blomster', 'tar', 'sig', 'ud', '–', 'men', 'sig', 'mig', 'er', 'det', 'virkelig', 'så', 'slemt', 'det', 'som', 'denne', 'krogstad', 'har', 'gjort', 'sig', 'skyldig', 'i', '\u200b', 'helmer', 'skrevet', 'falske', 'navne', 'har', 'du', 'nogen', 'fore', 'stilling', 'om', 'hvad', 'det', 'vil', 'sige']"
nora ,"['kan', 'han', 'ikke', 'have', 'gjort', 'det', 'af', 'nød']"
helmer ,"['jo', 'eller', 'som', 'så', 'mange', 'i', 'ubesindighed', 'jeg', 'er', 'ikke', 'så', 'hjerteløs', 'at', 'jeg', 'ubetinget', 'skulde', 'fordømme', 'en', 'mand', 'for', 'en', 'sådan', 'enkeltstående', 'handlings', 'skyld']"
nora ,"['nej', 'ikke', 'sandt', 'torvald']"
helmer ,"['mangen', 'en', 'kan', 'moralsk', 'rejse', 'sig', 'igen', 'hvis', 'han', 'åbent', 'bekender', 'sin', 'brøde', 'og', 'udstår', 'sin', 'straf', '\u200b', 'nora', 'straf', '–']"
helmer ,"['men', 'den', 'vej', 'gik', 'nu', 'ikke', 'krogstad', 'han', 'hjalp', 'sig', 'igennem', 'ved', 'kneb', 'og', 'kunstgreb', 'og', 'det', 'er', 'dette', 'som', 'moralsk', 'har', 'nedbrudt', 'ham']"
nora ,"['tror', 'du', 'at', 'det', 'skulde', '–']"
helmer ,"['tænk', 'dig', 'blot', 'hvorledes', 'et', 'sådant', 'skyld', 'bevidst', 'menneske', 'må', 'lyve', 'og', 'hykle', 'og', 'forstille', 'sig', 'til', 'alle', 'sider', 'må', 'gå', 'med', 'maske', 'på', 'ligeover', 'for', 'sine', 'allernærmeste', 'ja', 'ligeover', 'for', 'sin', 'egen', 'hustru', 'og', 'sine', 'egne', 'børn', 'og', 'dette', 'med', 'børnene', 'det', 'er', 'just', 'det', 'forfærdeligste', 'nora']"
nora ,['hvorfor']
helmer ,"['fordi', 'en', 'sådan', 'dunstkreds', 'af', 'løgn', 'bringer', 'smitte', 'og', 'sygdomsstof', 'ind', 'i', 'et', 'helt', 'hjems', 'liv', 'hvert', 'åndedrag', 'som', 'børnene', 'tager', 'i', 'et', 'sådant', 'hus', 'er', 'fyldt', 'med', 'spirer', 'til', 'noget', 'stygt']"
nora ,"['er', 'du', 'viss', 'på', 'det']"
helmer ,"['å', 'kære', 'det', 'har', 'jeg', 'tidtnok', 'erfaret', 'som', '\u200b', 'advokat', 'næsten', 'alle', 'tidligt', 'forvorpne', 'mennesker', 'har', 'havt', 'løgnagtige', 'mødre']"
nora ,"['hvorfor', 'just', '–', 'mødre']"
helmer ,"['det', 'skriver', 'sig', 'hyppigst', 'fra', 'mødrene', 'men', 'fædre', 'virker', 'naturligvis', 'i', 'samme', 'retning', 'det', 'ved', 'enhver', 'sagfører', 'meget', 'godt', 'og', 'dog', 'har', 'denne', 'krogstad', 'gået', 'derhjemme', 'i', 'hele', 'år', 'og', 'forgiftet', 'sine', 'egne\u200b', 'børn', 'i', 'løgn', 'og', 'forstillelse', 'det', 'er', 'der', 'for', 'jeg', 'kalder', 'ham', 'moralsk', 'forkommen', 'derfor', 'skal', 'min', 'søde', 'lille', 'nora', 'love', 'mig', 'ikke', 'at', 'tale', 'hans', 'sag', 'din', 'hånd', 'på', 'det', 'nå', 'nå', 'hvad', 'er', 'det', 'ræk', 'mig', 'hånden', 'se', 'så', 'afgjort', 'altså', 'jeg', 'forsikrer', 'dig', 'det', 'vilde', 'været', 'mig', 'umuligt', 'at', 'arbejde', 'sammen', 'med', 'ham', 'jeg', 'føler', 'bogstavelig', 'et', 'legemligt', 'ildebefindende', 'i', 'slige', 'menneskers', 'nærhed']"
nora ,"['hvor', 'varmt', 'her', 'er', 'og', 'jeg', 'har', 'så', 'meget', 'at', 'bestille']"
helmer ,"['ja', 'jeg', 'får', 'også', 'tænke', 'på', 'at', 'få', 'læst', 'lidt', 'af', 'dette', 'igennem', 'før', 'bordet', 'din', 'dragt', 'skal', 'jeg', 'også', 'tænke', 'på', 'og', 'noget', 'til', 'at', 'hænge', 'i', 'guld', 'papir', 'på', 'juletræet', 'har', 'jeg', 'kanske', 'også', 'i', 'bered', '\u200b', 'skab', 'å', 'du', 'min', 'vel', 'signede', 'lille', 'sangfugl']"
nora ,"['å', 'hvad', 'det', 'er', 'ikke', 'så', 'det', 'er', 'umuligt', 'det', 'må', 'være', 'umuligt']"
barnepigen ,"['de', 'små', 'beer', 'så', 'vakkert', 'om', 'de', 'må', 'komme', 'ind', 'til', 'mamma']"
nora ,"['nej', 'nej', 'nej', 'slip', 'dem', 'ikke', 'ind', 'til', 'mig', 'vær', 'hos', 'dem', 'du', 'annemarie']"
barnepigen ,"['ja', 'ja', 'frue']"
nora ,"['fordærve', 'mine', 'små', 'børn', '–', 'forgifte', 'hjemmet', 'dette', 'er', 'ikke', 'sandt', 'dette', 'er', 'aldrig', 'i', 'evighed', 'sandt', '\u200b', '\u200b', 'anden', 'akt']"
nora ,"['nu', 'kom', 'der', 'nogen', 'nej', '–', 'der', 'er', 'ingen', 'naturligvis', '–', 'der', 'kommer', 'ingen', 'idag', 'første', 'juledag', '–', 'og', 'ikke', 'imorgen', 'heller', '–', 'men', 'kanske', '–', 'nej', 'ingenting', 'i', 'brevkassen', 'ganske', 'tom', 'å', 'tosseri', 'han', 'gør', 'naturligvis', 'ikke', 'alvor', 'af', 'det', 'der', 'kan', 'jo', 'ikke', 'ske', 'noget', 'sligt', 'det', 'er', 'umuligt', 'jeg', 'har', 'jo', 'tre', 'små', 'børn']"
barnepigen ,"['jo', 'endelig', 'fandt', 'jeg', 'da', 'æsken', 'med', 'maske', 'radeklæderne']"
nora ,"['tak', 'sæt', 'den', 'på', 'bordet']"
barnepigen ,"['men', 'de', 'er', 'nok', 'svært', 'i', 'uorden']"
nora ,"['å', 'gid', 'jeg', 'kunde', 'rive', 'dem', 'i', 'hundred', 'tusend', 'stykker']"
barnepigen ,"['bevares', 'de', 'kan', 'godt', 'sættes', 'istand', 'bare', 'lidt', 'tålmodighed']"
nora ,"['ja', 'jeg', 'vil', 'gå', 'hen', 'og', 'få', 'fru', 'linde', 'til', 'at', 'hjælpe', 'mig']"
barnepigen ,"['nu', 'ud', 'igen', 'i', 'dette', 'stygge', 'vejr', 'fru', 'nora', 'forkøler', 'sig', '–', 'blir', 'syg']"
nora ,"['å', 'det', 'var', 'ikke', 'det', 'værste', '–', 'hvorledes', 'har', 'børnene', 'det']"
barnepigen ,"['de', 'stakkers', 'småkryb', 'leger', 'med', 'julegaverne', 'men', '–', '\u200b', 'nora', 'spør', 'de', 'tidt', 'efter', 'mig']"
barnepigen ,"['de', 'er', 'jo', 'så', 'vant', 'til', 'at', 'ha’e', 'mamma', 'om', 'sig']"
nora ,"['ja', 'men', 'annemarie', 'jeg', 'kan', 'ikke', 'herefter', 'være', 'så', 'meget', 'sammen', 'med', 'dem', 'som', 'før']"
barnepigen ,"['nå', 'småbørn', 'vænner', 'sig', 'til', 'alleting']"
nora ,"['tror', 'du', 'det', 'tror', 'du', 'de', 'vilde', 'glemme', 'sin', 'mamma', 'hvis', 'hun', 'var', 'ganske', 'borte']"
barnepigen ,"['bevares', '–', 'ganske', 'borte']"
nora ,"['hør', 'sig', 'mig', 'annemarie', '–', 'det', 'har', 'jeg', 'så', 'ofte', 'tænkt', 'på', '–', 'hvorledes', 'kunde', 'du', 'bære', 'over', 'dit', 'hjerte', 'at', 'sætte', 'dit', 'barn', 'ud', 'til', 'fremmede']"
barnepigen ,"['men', 'det', 'måtte', 'jeg', 'jo', 'når', 'jeg', 'skulde', 'være', 'amme', 'for', 'lille', 'nora']"
nora ,"['ja', 'men', 'at', 'du', 'vilde', 'det']"
barnepigen ,"['når', 'jeg', 'kunde', 'få', 'en', 'så', 'god', 'plads', 'en', 'fattig', 'pige', 'som', 'er', 'kommen', 'i', 'ulykke', 'må', 'være', 'glad', 'til', 'for', 'det', 'slette', 'menneske', 'gjorde', 'jo', 'ingenting', 'for', 'mig']"
nora ,"['men', 'din', 'datter', 'har', 'da', 'visst', 'glemt', 'dig']"
barnepigen ,"['å', 'nej', 'såmæn', 'har', 'hun', 'ikke', 'hun', 'skrev', 'da', 'til', 'mig', 'både', 'da', 'hun', 'gik', 'til', 'præsten', 'og', 'da', 'hun', 'var', 'blevet', 'gift']"
nora ,"['du', 'gamle', 'annemarie', 'du', 'var', 'en', 'god', 'moder', 'for', 'mig', 'da', 'jeg', 'var', 'liden']"
barnepigen ,"['lille', 'nora', 'stakker', 'havde', 'jo', 'ingen', 'anden', 'mor', 'end', 'jeg']"
nora ,"['og', 'hvis', 'de', 'små', 'ingen', 'anden', 'havde', 'så', 'ved', 'jeg', 'nok', 'at', 'du', 'vilde', '–', 'snak', 'snak', 'snak', 'gå', 'ind', 'til', 'dem', 'nu', 'må', 'jeg', '–', 'imorgen', 'skal', 'du', 'få', 'se', 'hvor', 'dejlig', 'jeg', 'skal', 'bli']"
barnepigen ,"['ja', 'der', 'blir', 'såmæn', 'ingen', 'på', 'hele', 'ballet', 'så', 'dejlig', 'som', 'fru', 'nora']"
nora ,"['å', 'hvis', 'jeg', 'turde', 'gå', 'ud', 'hvis', 'bare', 'ingen', 'kom', 'hvis\u200b', 'her', 'bare', 'ikke', 'hændte', 'noget', 'her', 'hjemme', 'imens', 'dum', 'snak', 'der', 'kommer', 'ingen', 'bare', 'ikke', 'tænke', 'børste', 'af', 'muffen', 'dejlige', 'handsker', 'dejlige', 'handsker', 'slå', 'det', 'hen', 'slå', 'det', 'hen', 'en', 'to', 'tre', 'fire', 'fem', 'sex', '–', 'ah', 'der', 'kommer', 'de', '–']"
nora ,"['å', 'er', 'det', 'dig', 'kristine', 'der', 'er', 'vel', 'ingen', 'andre', 'derude', '–', 'hvor', 'det', 'var', 'godt', 'at', 'du', 'kom']"
frulinde ,"['jeg', 'hører', 'du', 'har', 'været', 'oppe', 'og', 'spurgt', 'efter', 'mig']"
nora ,"['ja', 'jeg', 'gik', 'just', 'forbi', 'der', 'er', 'noget', 'du', 'endelig', 'må', 'hjælpe', 'mig', 'med', 'lad', 'os', 'sætte', 'os', 'her', 'i', 'sofaen', 'se', 'her', 'der', 'skal', 'være', 'kostume', 'bal', 'imorgenaften', 'ovenpå', 'hos', 'konsul', 'stenborgs', 'og', 'nu', 'vil', 'torvald', 'at', 'jeg', 'skal', 'være', 'neapolitansk', 'fiskerpige', 'og', 'danse', 'tarantella', 'for', 'den', 'lærte', 'jeg', 'på', 'capri']"
frulinde ,"['se', 'se', 'du', 'skal', 'give', 'en', 'hel', 'forestilling']"
nora ,"['ja', 'torvald', 'siger', 'jeg', 'bør', 'gøre', 'det', 'se', 'her', 'har', 'jeg', 'dragten', 'den', 'lod', 'torvald', 'sy', 'til', 'mig', 'dernede', 'men', 'nu', 'er', 'det', 'altsammen', 'så', 'forrevet', 'og', 'jeg', 'ved', 'slet', 'ikke', '–']"
frulinde ,"['å', 'det', 'skal', 'vi', 'snart', 'få', 'istand', 'det', 'er', 'jo', 'ikke', 'andet', 'end', 'besætningen', 'som', 'er', 'gået', 'lidt', 'løs', 'hist', 'og', 'her', 'nål', 'og', 'tråd', 'nå', 'her', 'har', 'vi', 'jo', 'hvad', 'vi', 'behøver']"
nora ,"['å', 'hvor', 'det', 'er', 'snilt', 'af', 'dig']"
frulinde ,"['så', 'du', 'skal', 'altså', 'være', 'forklædt', 'imorgen', 'nora', 'ved', 'du', 'hvad', '–', 'da', 'kommer', 'jeg', 'hen', 'et', 'øjeblik', 'og', 'ser', 'dig', 'pyntet', 'men', 'jeg', 'har', 'jo', 'rent', 'glemt', 'at', 'takke', 'dig', 'for', 'den', 'hyggelige', 'aften', 'igår']"
nora ,"['å', 'igår', 'synes', 'jeg', 'ikke', 'her', 'var', 'så', 'hyggeligt', 'som', 'det', 'plejer', '–', 'du', 'skulde', 'kommet', 'lidt', 'før', 'til', 'byen', 'kristine', '–', 'ja', 'torvald', 'forstår', 'rigtignok', 'at', 'gøre', 'hjemmet', 'fint', 'og', 'dejligt']"
frulinde ,"['du', 'ikke', 'mindre', 'tænker', 'jeg', 'du', 'er', 'vel', 'ikke\u200b', 'for', 'ingenting', 'din', 'faders', 'datter', 'men', 'sig', 'mig', 'er', 'doktor', 'rank', 'altid', 'så', 'nedstemt', 'som', 'igår']"
nora ,"['nej', 'igår', 'var', 'det', 'svært', 'påfaldende', 'men', 'han', 'bærer', 'forresten', 'på', 'en', 'meget', 'farlig', 'sygdom', 'han', 'har', 'tæring', 'i', 'rygmarven', 'stakker', 'jeg', 'skal', 'sige', 'dig', 'hans', 'fader', 'var', 'et', 'væmmeligt', 'menneske', 'som', 'holdt', 'elskerinder', 'og', 'sådant', 'noget', 'og', 'der', 'for', 'blev', 'sønnen', 'sygelig', 'fra', 'barndommen', 'af', 'for', 'står', 'du']"
frulinde ,"['men', 'kæreste', 'bedste', 'nora', 'hvor', 'får', 'du', 'sligt', 'at', 'vide']"
nora ,"['pyt', '–', 'når', 'man', 'har', 'tre', 'børn', 'så', 'får', 'en', 'undertiden', 'besøg', 'af', '–', 'af', 'fruer', 'som', 'er', 'så', 'halv', 'vejs', 'lægekyndige', 'og', 'de', 'fortæller', 'en', 'jo', 'et', 'og', 'andet']"
frulinde ,"['kommer', 'doktor', 'rank', 'hver', 'dag', 'her', 'i', 'huset']"
nora ,"['hver', 'evige', 'dag', 'han', 'er', 'jo', 'torvalds', 'bedste', 'ungdomsven', 'og', 'min', 'gode', 'ven', 'også', 'doktor', 'rank', 'hører', 'ligesom', 'huset', 'til']"
frulinde ,"['men', 'sig', 'mig', 'du', 'er', 'den', 'mand', 'fuldt', 'oprigtig', 'jeg', 'mener', 'vil', 'han', 'ikke', 'gerne', 'sige', 'folk', 'be', 'hageligheder']"
nora ,"['nej', 'tvertimod', 'hvor', 'falder', 'du', 'på', 'det']"
frulinde ,"['da', 'du', 'igår', 'forestilled', 'mig', 'for', 'ham', 'for', 'sikred', 'han', 'at', 'han', 'ofte', 'havde', 'hørt', 'mit', 'navn', 'her', 'i', 'huset', 'men', 'siden', 'mærked', 'jeg', 'at', 'din', 'mand', 'slet', 'ikke', 'havde', 'noget', 'begreb', 'om', 'hvem', 'jeg', 'egentlig', 'var', 'hvor', 'kunde', 'så', 'doktor', 'rank', '–']"
nora ,"['jo', 'det', 'er', 'ganske', 'rigtigt', 'kristine', 'torvald', 'holder', 'jo', 'så', 'ubeskrivelig', 'meget', 'af', 'mig', 'og', 'der', 'for', 'vil', 'han', 'eje', 'mig', 'ganske', 'alene', 'som', 'han', 'siger', 'i', 'den', 'første', 'tid', 'blev', 'han', 'ligesom', 'skinsyg', 'bare', 'jeg', 'nævnte', 'nogen', 'af', 'de', 'kære', 'mennesker', 'derhjemme', 'så', 'lod', 'jeg', 'det', 'naturligvis', 'være', 'men', 'med', 'doktor', 'rank', 'taler', 'jeg', 'tidt', 'om', 'sligt', 'noget', 'for', 'han', 'vil', 'gerne', 'høre', 'på', 'det', 'ser', 'du']"
frulinde ,"['hør', 'her', 'nora', 'du', 'er', 'i', 'mange', 'stykker', 'som\u200b', 'et', 'barn', 'endnu', 'jeg', 'er', 'jo', 'adskilligt', 'ældre', 'end', 'du', 'og', 'har', 'lidt', 'mere', 'erfaring', 'jeg', 'vil', 'sige', 'dig', 'noget', 'du', 'skulde', 'se', 'at', 'komme', 'ud', 'af', 'dette', 'her', 'med', 'doktor', 'rank']"
nora ,"['hvad', 'for', 'noget', 'skulde', 'jeg', 'se', 'at', 'komme', 'ud', 'af']"
frulinde ,"['både', 'af', 'det', 'ene', 'og', 'af', 'det', 'andet', 'synes', 'jeg', 'igår', 'snakked', 'du', 'noget', 'om', 'en', 'rig', 'beundrer', 'som', 'skulde', 'skaffe', 'dig', 'penge', '–']"
nora ,"['ja', 'en', 'som', 'ikke', 'er', 'til', '–', 'desværre', 'men', 'hvad', 'så']"
frulinde ,"['har', 'doktor', 'rank', 'formue']"
nora ,"['ja', 'det', 'har', 'han']"
frulinde ,"['og', 'ingen', 'at', 'sørge', 'for']"
nora ,"['nej', 'ingen', 'men', '–']"
frulinde ,"['og', 'han', 'kommer', 'hver', 'dag', 'her', 'i', 'huset']"
nora ,"['ja', 'det', 'hører', 'du', 'jo']"
frulinde ,"['men', 'hvor', 'kan', 'den', 'fine', 'mand', 'være', 'så', 'på', 'gående']"
nora ,"['jeg', 'forstår', 'dig', 'aldeles', 'ikke']"
frulinde ,"['forstil', 'dig', 'nu', 'ikke', 'nora', 'tror', 'du', 'ikke', 'jeg', 'skønner', 'hvem', 'du', 'har', 'lånt', 'de', 'tolv', 'hundrede', 'specier', 'af']"
nora ,"['er', 'du', 'fra', 'sans', 'og', 'samling', 'kan', 'du', 'tænke', 'dig', 'noget', 'sligt', 'en', 'ven', 'af', 'os', 'som', 'kommer', 'her', 'hver', 'eneste', 'dag', 'hvilken', 'frygtelig', 'pinlig', 'stilling', 'vilde', 'ikke', 'det', 'være']"
frulinde ,"['altså', 'virkelig', 'ikke', 'ham']"
nora ,"['nej', 'det', 'forsikrer', 'jeg', 'dig', 'det', 'har', 'aldrig', 'et', 'øjeblik', 'kunnet', 'falde', 'mig', 'ind', '–', 'han', 'havde', 'heller', 'ingen', 'penge', 'at', 'låne', 'bort', 'dengang', 'han', 'arved', 'først', 'bagefter']"
frulinde ,"['nå', 'det', 'tror', 'jeg', 'var', 'et', 'held', 'for', 'dig', 'min', 'kære', 'nora']"
nora ,"['nej', 'det', 'kunde', 'da', 'aldrig', 'falde', 'mig', 'ind', 'at', 'bede', 'doktor', 'rank', '–', 'forresten', 'er', 'jeg', 'ganske', 'viss', 'på', 'at', 'dersom', 'jeg', 'bad', 'ham', '–']"
frulinde ,"['men', 'det', 'gør', 'du', 'naturligvis', 'ikke', '\u200b', 'nora', 'nej', 'naturligvis', 'jeg', 'synes', 'ikke', 'jeg', 'kan', 'tænke', 'mig', 'at', 'det', 'skulde', 'bli', 'nødvendigt', 'men', 'jeg', 'er', 'ganske', 'sikker', 'på', 'at', 'dersom', 'jeg', 'talte', 'til', 'doktor', 'rank', '–']"
frulinde ,"['bag', 'din', 'mands', 'ryg']"
nora ,"['jeg', 'må', 'ud', 'af', 'det', 'andet', 'det', 'er', 'også', 'bag', 'hans', 'ryg', 'jeg', 'må', 'ud', 'af', 'dette', 'her']"
frulinde ,"['ja', 'ja', 'det', 'sagde', 'jeg', 'også', 'igår', 'men', '–']"
nora ,"['en', 'mand', 'kan', 'meget', 'bedre', 'klare', 'sligt', 'noget', 'end', 'et', 'fruentimmer', '–']"
frulinde ,"['ens', 'egen', 'mand', 'ja']"
nora ,"['sniksnak', 'når', 'en', 'betaler', 'alt', 'hvad', 'en', 'skylder', 'så', 'får', 'en', 'jo', 'sit', 'gældsbevis', 'tilbage']"
frulinde ,"['ja', 'det', 'forstår', 'sig']"
nora ,"['og', 'kan', 'rive', 'det', 'i', 'hundrede', 'tusend', 'stykker', 'og', 'brænde', 'det', 'op', '–', 'det', 'ækle', 'skidne', 'papir']"
frulinde ,"['nora', 'du', 'skjuler', 'noget', 'for', 'mig']"
nora ,"['kan', 'du', 'se', 'det', 'på', 'mig']"
frulinde ,"['der', 'er', 'hændt', 'dig', 'noget', 'siden', 'igår', 'morges', 'nora', 'hvad', 'er', 'det', 'for', 'noget']"
nora ,"['kristine', 'hys', 'nu', 'kom', 'torvald', 'hjem', 'se', 'her', 'sæt', 'dig', 'ind', 'til', 'børnene', 'sålænge', 'torvald', 'tåler', 'ikke', 'at', 'se', 'skræddersøm', 'lad', 'annemarie', 'hjælpe', 'dig']"
frulinde ,"['ja', 'ja', 'men', 'jeg', 'går', 'ikke', 'herfra', 'før', 'vi', 'har', 'talt', 'oprigtigt', 'sammen']"
nora ,"['å', 'hvor', 'jeg', 'har', 'ventet', 'på', 'dig', 'kære', 'torvald']"
helmer ,"['var', 'det', 'sypigen', '–']"
nora ,"['nej', 'det', 'var', 'kristine', 'hun', 'hjælper', 'mig', 'at', 'gøre', 'min', 'dragt', 'istand', 'du', 'kan', 'tro', 'jeg', 'skal', 'komme', 'til', 'at', 'tage', 'mig', 'ud']"
helmer ,"['ja', 'var', 'det', 'ikke', 'et', 'ganske', 'heldigt', 'indfald', 'af', 'mig']"
nora ,"['prægtigt', 'men', 'er', 'jeg', 'ikke', 'også', 'snil', 'at', 'jeg', 'føjer', 'dig']"
helmer ,"['snil', '–', 'fordi', 'du', 'føjer', 'din', 'mand', 'nå', 'nå', 'du', 'lille', 'galning', 'jeg', 'ved', 'nok', 'du', 'mente', 'det', 'ikke', 'så', 'men', 'jeg', 'vil', 'ikke', 'forstyrre', 'dig', 'du', 'skal', 'vel', 'prøve', 'kan', 'jeg', 'tro']"
nora ,"['og', 'du', 'skal', 'vel', 'arbejde']"
helmer ,"['ja', 'se', 'her', 'jeg', 'har', 'været', 'nede', 'i', 'banken', '–']"
nora ,['torvald']
helmer ,['ja']
nora ,"['hvis', 'nu', 'din', 'lille', 'ekorn', 'bad', 'dig', 'rigtig', 'inderlig', 'vakkert', 'om', 'en', 'ting', '–']"
helmer ,"['hvad', 'så']"
nora ,"['vilde', 'du', 'så', 'gøre', 'det']"
helmer ,"['først', 'må', 'jeg', 'naturligvis', 'vide', 'hvad', 'det', 'er']"
nora ,"['ekornen', 'skulde', 'løbe', 'omkring', 'og', 'gøre', 'spil', 'opper', 'hvis', 'du', 'vilde', 'være', 'snil', 'og', 'føjelig']"
helmer ,"['frem', 'med', 'det', 'da']"
nora ,"['lærkefuglen', 'skulde', 'kvidre', 'i', 'alle', 'stuerne', 'både', 'højt', 'og', 'lavt', '–']"
helmer ,"['å', 'hvad', 'det', 'gør', 'jo', 'lærkefuglen', 'alligevel']"
nora ,"['jeg', 'skulde', 'lege', 'alfepige', 'og', 'danse', 'for', 'dig', 'i', 'måneskinnet', 'torvald']"
helmer ,"['nora', '–', 'det', 'er', 'dog', 'vel', 'aldrig', 'det', 'du', 'slog', 'på', 'imorges']"
nora ,"['jo', 'torvald', 'jeg', 'beer', 'dig', 'så', 'bønligt']"
helmer ,"['og', 'du', 'har', 'virkelig', 'mod', 'til', 'at', 'rippe', 'den', 'sag', 'op', 'igen']"
nora ,"['ja', 'ja', 'du', 'må', 'føje', 'mig', 'du', 'må', 'lade', 'krog', 'stad', 'få', 'beholde', 'sin', 'post', 'i', 'banken']"
helmer ,"['min', 'kære', 'nora', 'hans', 'post', 'har', 'jeg', 'bestemt', 'for', 'fru', 'linde']"
nora ,"['ja', 'det', 'er', 'umådelig', 'snilt', 'af', 'dig', 'men', 'du', 'kan', 'jo', 'bare', 'afskedige', 'en', 'anden', 'kontorist', 'istedetfor', 'krogstad']"
helmer ,"['dette', 'er', 'dog', 'en', 'utrolig', 'egensindighed', 'fordi', 'du', 'går', 'hen', 'og', 'gir', 'et', 'ubetænksomt', 'løfte', 'om', 'at', 'tale', 'for', 'ham', 'så', 'skulde', 'jeg', '–']"
nora ,"['det', 'er', 'ikke', 'derfor', 'torvald', 'det', 'er', 'for', 'din', 'egen', 'skyld', 'dette', 'menneske', 'skriver', 'jo', 'i', 'de', 'styggeste', 'aviser', 'det', 'har', 'du', 'selv', 'sagt', 'han', 'kan', 'gøre', 'dig', 'så', 'usigelig', 'meget', 'ondt', 'jeg', 'har', 'en', 'så', 'dan', 'dødelig', 'angst', 'for', 'ham', '–']"
